country,year,source,co2emissions
Bolivia,1990,nuclear,0.0
Bolivia,1990,other_renewables,0.0
Bosnia and Herzegovina,1990,all_energy_types,0.0
Bosnia and Herzegovina,1990,coal,0.0
Bosnia and Herzegovina,1990,gas,0.0
Bosnia and Herzegovina,1990,oil,0.0
Bosnia and Herzegovina,1990,nuclear,0.0
Bosnia and Herzegovina,1990,other_renewables,0.0
Botswana,1990,all_energy_types,2.282
Botswana,1990,coal,1.482
Botswana,1990,gas,0.0
Botswana,1990,oil,0.8
Botswana,1990,nuclear,0.0
Botswana,1990,other_renewables,0.0
Brazil,1990,all_energy_types,231.996
Brazil,1990,coal,42.771
Brazil,1990,gas,7.224
Brazil,1990,oil,182.0
Brazil,1990,nuclear,0.0
Brazil,1990,other_renewables,0.0
British Virgin Islands,1990,all_energy_types,0.05
British Virgin Islands,1990,coal,0.0
British Virgin Islands,1990,gas,0.0
British Virgin Islands,1990,oil,0.05
British Virgin Islands,1990,nuclear,0.0
British Virgin Islands,1990,other_renewables,0.0
Brunei,1990,all_energy_types,4.571
Brunei,1990,coal,0.0
Brunei,1990,gas,3.671
Brunei,1990,oil,0.9
Brunei,1990,nuclear,0.0
Brunei,1990,other_renewables,0.0
Bulgaria,1990,all_energy_types,86.772
Bulgaria,1990,coal,38.615
Bulgaria,1990,gas,11.157
Bulgaria,1990,oil,37.0
Bulgaria,1990,nuclear,0.0
Bulgaria,1990,other_renewables,0.0
Burkina Faso,1990,all_energy_types,0.5
Burkina Faso,1990,coal,0.0
Burkina Faso,1990,gas,0.0
Burkina Faso,1990,oil,0.5
Burkina Faso,1990,nuclear,0.0
Burkina Faso,1990,other_renewables,0.0
Myanmar,1990,all_energy_types,4.797
Myanmar,1990,coal,0.186
Myanmar,1990,gas,2.111
Myanmar,1990,oil,2.5
Myanmar,1990,nuclear,0.0
Myanmar,1990,other_renewables,0.0
Burundi,1990,all_energy_types,0.3
Burundi,1990,coal,0.0
Burundi,1990,gas,0.0
Burundi,1990,oil,0.3
Burundi,1990,nuclear,0.0
Burundi,1990,other_renewables,0.0
Cape Verde,1990,all_energy_types,0.09
Cape Verde,1990,coal,0.0
Cape Verde,1990,gas,0.0
Cape Verde,1990,oil,0.09
Cape Verde,1990,nuclear,0.0
Cape Verde,1990,other_renewables,0.0
Cambodia,1990,all_energy_types,0.5
Cambodia,1990,coal,0.0
Cambodia,1990,gas,0.0
Cambodia,1990,oil,0.5
Cambodia,1990,nuclear,0.0
Cambodia,1990,other_renewables,0.0
Cameroon,1990,all_energy_types,3.2
Cameroon,1990,coal,0.0
Cameroon,1990,gas,0.0
Cameroon,1990,oil,3.2
Cameroon,1990,nuclear,0.0
Cameroon,1990,other_renewables,0.0
Canada,1990,all_energy_types,467.661
Canada,1990,coal,103.58
Canada,1990,gas,130.571
Canada,1990,oil,233.51
Canada,1990,nuclear,0.0
Canada,1990,other_renewables,0.0
Cayman Islands,1990,all_energy_types,0.3
Cayman Islands,1990,coal,0.0
Cayman Islands,1990,gas,0.0
Cayman Islands,1990,oil,0.3
Cayman Islands,1990,nuclear,0.0
Cayman Islands,1990,other_renewables,0.0
Central African Republic,1990,all_energy_types,0.2
Central African Republic,1990,coal,0.0
Central African Republic,1990,gas,0.0
Central African Republic,1990,oil,0.2
Central African Republic,1990,nuclear,0.0
Central African Republic,1990,other_renewables,0.0
Chad,1990,all_energy_types,0.2
Chad,1990,coal,0.0
Chad,1990,gas,0.0
Chad,1990,oil,0.2
Chad,1990,nuclear,0.0
Chad,1990,other_renewables,0.0
Chile,1990,all_energy_types,28.623
Chile,1990,coal,6.667
Chile,1990,gas,3.024
Chile,1990,oil,18.932
Chile,1990,nuclear,0.0
Chile,1990,other_renewables,0.0
China,1990,all_energy_types,2413.192
China,1990,coal,2035.352
China,1990,gas,30.839
China,1990,oil,347.0
China,1990,nuclear,0.0
China,1990,other_renewables,0.0
Colombia,1990,all_energy_types,45.545
Colombia,1990,coal,11.224
Colombia,1990,gas,7.196
Colombia,1990,oil,27.125
Colombia,1990,nuclear,0.0
Colombia,1990,other_renewables,0.0
Comoros,1990,all_energy_types,0.053
Comoros,1990,coal,0.0
Comoros,1990,gas,0.0
Comoros,1990,oil,0.053
Comoros,1990,nuclear,0.0
Comoros,1990,other_renewables,0.0
Cook Islands,1990,all_energy_types,0.047
Cook Islands,1990,coal,0.0
Cook Islands,1990,gas,0.0
Cook Islands,1990,oil,0.047
Cook Islands,1990,nuclear,0.0
Cook Islands,1990,other_renewables,0.0
Costa Rica,1990,all_energy_types,2.81
Costa Rica,1990,coal,0.0
Costa Rica,1990,gas,0.0
Costa Rica,1990,oil,2.81
Costa Rica,1990,nuclear,0.0
Costa Rica,1990,other_renewables,0.0
Croatia,1990,all_energy_types,0.0
Croatia,1990,coal,0.0
Croatia,1990,gas,0.0
Croatia,1990,oil,0.0
Croatia,1990,nuclear,0.0
Croatia,1990,other_renewables,0.0
Cuba,1990,all_energy_types,35.625
Cuba,1990,coal,0.564
Cuba,1990,gas,0.061
Cuba,1990,oil,35.0
Cuba,1990,nuclear,0.0
Cuba,1990,other_renewables,0.0
Cyprus,1990,all_energy_types,4.745
Cyprus,1990,coal,0.045
Cyprus,1990,gas,0.0
Cyprus,1990,oil,4.7
Cyprus,1990,nuclear,0.0
Cyprus,1990,other_renewables,0.0
Czechia,1990,all_energy_types,0.0
Czechia,1990,coal,0.0
Czechia,1990,gas,0.0
Czechia,1990,oil,0.0
Czechia,1990,nuclear,0.0
Czechia,1990,other_renewables,0.0
Cote d'Ivoire,1990,all_energy_types,5.6
Cote d'Ivoire,1990,coal,0.0
Cote d'Ivoire,1990,gas,0.0
Cote d'Ivoire,1990,oil,5.6
Cote d'Ivoire,1990,nuclear,0.0
Cote d'Ivoire,1990,other_renewables,0.0
Denmark,1990,all_energy_types,52.872
Denmark,1990,coal,19.895
Denmark,1990,gas,3.998
Denmark,1990,oil,28.979
Denmark,1990,nuclear,0.0
Denmark,1990,other_renewables,0.0
Djibouti,1990,all_energy_types,1.7
Djibouti,1990,coal,0.0
Djibouti,1990,gas,0.0
Djibouti,1990,oil,1.7
Djibouti,1990,nuclear,0.0
Djibouti,1990,other_renewables,0.0
Dominica,1990,all_energy_types,0.059
Dominica,1990,coal,0.0
Dominica,1990,gas,0.0
Dominica,1990,oil,0.059
Dominica,1990,nuclear,0.0
Dominica,1990,other_renewables,0.0
Dominican Republic,1990,all_energy_types,8.122
Dominican Republic,1990,coal,0.022
Dominican Republic,1990,gas,0.0
Dominican Republic,1990,oil,8.1
Dominican Republic,1990,nuclear,0.0
Dominican Republic,1990,other_renewables,0.0
Ecuador,1990,all_energy_types,12.193
Ecuador,1990,coal,0.0
Ecuador,1990,gas,0.193
Ecuador,1990,oil,12.0
Ecuador,1990,nuclear,0.0
Ecuador,1990,other_renewables,0.0
Egypt,1990,all_energy_types,85.453
Egypt,1990,coal,3.287
Egypt,1990,gas,15.165
Egypt,1990,oil,67.0
Egypt,1990,nuclear,0.0
Egypt,1990,other_renewables,0.0
El Salvador,1990,all_energy_types,2.2
El Salvador,1990,coal,0.0
El Salvador,1990,gas,0.0
El Salvador,1990,oil,2.2
El Salvador,1990,nuclear,0.0
El Salvador,1990,other_renewables,0.0
Equatorial Guinea,1990,all_energy_types,0.1
Equatorial Guinea,1990,coal,0.0
Equatorial Guinea,1990,gas,0.0
Equatorial Guinea,1990,oil,0.1
Equatorial Guinea,1990,nuclear,0.0
Equatorial Guinea,1990,other_renewables,0.0
Eritrea,1990,all_energy_types,0.0
Eritrea,1990,coal,0.0
Eritrea,1990,gas,0.0
Eritrea,1990,oil,0.0
Eritrea,1990,nuclear,0.0
Eritrea,1990,other_renewables,0.0
Estonia,1990,all_energy_types,0.0
Estonia,1990,coal,0.0
Estonia,1990,gas,0.0
Estonia,1990,oil,0.0
Estonia,1990,nuclear,0.0
Estonia,1990,other_renewables,0.0
Eswatini,1990,all_energy_types,0.736
Eswatini,1990,coal,0.336
Eswatini,1990,gas,0.0
Eswatini,1990,oil,0.4
Eswatini,1990,nuclear,0.0
Eswatini,1990,other_renewables,0.0
Ethiopia,1990,all_energy_types,3.0
Ethiopia,1990,coal,0.0
Ethiopia,1990,gas,0.0
Ethiopia,1990,oil,3.0
Ethiopia,1990,nuclear,0.0
Ethiopia,1990,other_renewables,0.0
Falkland Islands,1990,all_energy_types,0.028
Falkland Islands,1990,coal,0.0
Falkland Islands,1990,gas,0.0
Falkland Islands,1990,oil,0.028
Falkland Islands,1990,nuclear,0.0
Falkland Islands,1990,other_renewables,0.0
Fiji,1990,all_energy_types,0.923
Fiji,1990,coal,0.023
Fiji,1990,gas,0.0
Fiji,1990,oil,0.9
Fiji,1990,nuclear,0.0
Fiji,1990,other_renewables,0.0
Finland,1990,all_energy_types,51.548
Finland,1990,coal,16.287
Finland,1990,gas,4.362
Finland,1990,oil,30.898
Finland,1990,nuclear,0.0
Finland,1990,other_renewables,0.0
France,1990,all_energy_types,387.729
France,1990,coal,85.57
France,1990,gas,56.802
France,1990,oil,245.357
France,1990,nuclear,0.0
France,1990,other_renewables,0.0
French Guiana,1990,all_energy_types,0.6
French Guiana,1990,coal,0.0
French Guiana,1990,gas,0.0
French Guiana,1990,oil,0.6
French Guiana,1990,nuclear,0.0
French Guiana,1990,other_renewables,0.0
French Polynesia,1990,all_energy_types,1.0
French Polynesia,1990,coal,0.0
French Polynesia,1990,gas,0.0
French Polynesia,1990,oil,1.0
French Polynesia,1990,nuclear,0.0
French Polynesia,1990,other_renewables,0.0
Gabon,1990,all_energy_types,2.578
Gabon,1990,coal,0.0
Gabon,1990,gas,0.178
Gabon,1990,oil,2.4
Gabon,1990,nuclear,0.0
Gabon,1990,other_renewables,0.0
Gambia,1990,all_energy_types,0.2
Gambia,1990,coal,0.0
Gambia,1990,gas,0.0
Gambia,1990,oil,0.2
Gambia,1990,nuclear,0.0
Gambia,1990,other_renewables,0.0
Georgia,1990,all_energy_types,0.0
Georgia,1990,coal,0.0
Georgia,1990,gas,0.0
Georgia,1990,oil,0.0
Georgia,1990,nuclear,0.0
Georgia,1990,other_renewables,0.0
Germany,1990,all_energy_types,0.0
Germany,1990,coal,0.0
Germany,1990,gas,0.0
Germany,1990,oil,0.0
Germany,1990,nuclear,0.0
Germany,1990,other_renewables,0.0
Ghana,1990,all_energy_types,3.6
Ghana,1990,coal,0.0
Ghana,1990,gas,0.0
Ghana,1990,oil,3.6
Ghana,1990,nuclear,0.0
Ghana,1990,other_renewables,0.0
Gibraltar,1990,all_energy_types,1.6
Gibraltar,1990,coal,0.0
Gibraltar,1990,gas,0.0
Gibraltar,1990,oil,1.6
Gibraltar,1990,nuclear,0.0
Gibraltar,1990,other_renewables,0.0
Greece,1990,all_energy_types,74.494
Greece,1990,coal,28.92
Greece,1990,gas,0.306
Greece,1990,oil,45.268
Greece,1990,nuclear,0.0
Greece,1990,other_renewables,0.0
Greenland,1990,all_energy_types,0.0
Greenland,1990,coal,0.0
Greenland,1990,gas,0.0
Greenland,1990,oil,0.0
Greenland,1990,nuclear,0.0
Greenland,1990,other_renewables,0.0
Grenada,1990,all_energy_types,0.081
Grenada,1990,coal,0.0
Grenada,1990,gas,0.0
Grenada,1990,oil,0.081
Grenada,1990,nuclear,0.0
Grenada,1990,other_renewables,0.0
Guadeloupe,1990,all_energy_types,1.3
Guadeloupe,1990,coal,0.0
Guadeloupe,1990,gas,0.0
Guadeloupe,1990,oil,1.3
Guadeloupe,1990,nuclear,0.0
Guadeloupe,1990,other_renewables,0.0
Guam,1990,all_energy_types,0.705
Guam,1990,coal,0.0
Guam,1990,gas,0.0
Guam,1990,oil,0.705
Guam,1990,nuclear,0.0
Guam,1990,other_renewables,0.0
Guatemala,1990,all_energy_types,3.6
Guatemala,1990,coal,0.0
Guatemala,1990,gas,0.0
Guatemala,1990,oil,3.6
Guatemala,1990,nuclear,0.0
Guatemala,1990,other_renewables,0.0
Guinea,1990,all_energy_types,1.1
Guinea,1990,coal,0.0
Guinea,1990,gas,0.0
Guinea,1990,oil,1.1
Guinea,1990,nuclear,0.0
Guinea,1990,other_renewables,0.0
Guyana,1990,all_energy_types,0.7
Guyana,1990,coal,0.0
Guyana,1990,gas,0.0
Guyana,1990,oil,0.7
Guyana,1990,nuclear,0.0
Guyana,1990,other_renewables,0.0
Haiti,1990,all_energy_types,1.269
Haiti,1990,coal,0.069
Haiti,1990,gas,0.0
Haiti,1990,oil,1.2
Haiti,1990,nuclear,0.0
Haiti,1990,other_renewables,0.0
Honduras,1990,all_energy_types,2.4
Honduras,1990,coal,0.0
Honduras,1990,gas,0.0
Honduras,1990,oil,2.4
Honduras,1990,nuclear,0.0
Honduras,1990,other_renewables,0.0
Hong Kong,1990,all_energy_types,41.205
Hong Kong,1990,coal,22.205
Hong Kong,1990,gas,0.0
Hong Kong,1990,oil,19.0
Hong Kong,1990,nuclear,0.0
Hong Kong,1990,other_renewables,0.0
Hungary,1990,all_energy_types,68.625
Hungary,1990,coal,22.314
Hungary,1990,gas,21.912
Hungary,1990,oil,24.399
Hungary,1990,nuclear,0.0
Hungary,1990,other_renewables,0.0
Iceland,1990,all_energy_types,2.294
Iceland,1990,coal,0.288
Iceland,1990,gas,0.0
Iceland,1990,oil,2.006
Iceland,1990,nuclear,0.0
Iceland,1990,other_renewables,0.0
India,1990,all_energy_types,510.621
India,1990,coal,335.385
India,1990,gas,19.236
India,1990,oil,156.0
India,1990,nuclear,0.0
India,1990,other_renewables,0.0
Indonesia,1990,all_energy_types,132.065
Indonesia,1990,coal,15.273
Indonesia,1990,gas,33.792
Indonesia,1990,oil,83.0
Indonesia,1990,nuclear,0.0
Indonesia,1990,other_renewables,0.0
Iran,1990,all_energy_types,191.773
Iran,1990,coal,2.764
Iran,1990,gas,44.009
Iran,1990,oil,145.0
Iran,1990,nuclear,0.0
Iran,1990,other_renewables,0.0
Iraq,1990,all_energy_types,54.888
Iraq,1990,coal,0.0
Iraq,1990,gas,4.888
Iraq,1990,oil,50.0
Iraq,1990,nuclear,0.0
Iraq,1990,other_renewables,0.0
Ireland,1990,all_energy_types,24.481
Ireland,1990,coal,8.182
Ireland,1990,gas,4.287
Ireland,1990,oil,12.012
Ireland,1990,nuclear,0.0
Ireland,1990,other_renewables,0.0
Israel,1990,all_energy_types,33.848
Israel,1990,coal,8.432
Israel,1990,gas,0.077
Israel,1990,oil,25.339
Israel,1990,nuclear,0.0
Israel,1990,other_renewables,0.0
Italy,1990,all_energy_types,417.447
Italy,1990,coal,52.359
Italy,1990,gas,86.147
Italy,1990,oil,278.941
Italy,1990,nuclear,0.0
Italy,1990,other_renewables,0.0
Jamaica,1990,all_energy_types,7.041
Jamaica,1990,coal,0.141
Jamaica,1990,gas,0.0
Jamaica,1990,oil,6.9
Jamaica,1990,nuclear,0.0
Jamaica,1990,other_renewables,0.0
Japan,1990,all_energy_types,1041.67
Japan,1990,coal,280.316
Japan,1990,gas,96.066
Japan,1990,oil,665.289
Japan,1990,nuclear,0.0
Japan,1990,other_renewables,0.0
Jordan,1990,all_energy_types,9.456
Jordan,1990,coal,0.0
Jordan,1990,gas,0.156
Jordan,1990,oil,9.3
Jordan,1990,nuclear,0.0
Jordan,1990,other_renewables,0.0
Kazakhstan,1990,all_energy_types,0.0
Kazakhstan,1990,coal,0.0
Kazakhstan,1990,gas,0.0
Kazakhstan,1990,oil,0.0
Kazakhstan,1990,nuclear,0.0
Kazakhstan,1990,other_renewables,0.0
Kenya,1990,all_energy_types,6.46
Kenya,1990,coal,0.26
Kenya,1990,gas,0.0
Kenya,1990,oil,6.2
Kenya,1990,nuclear,0.0
Kenya,1990,other_renewables,0.0
Kiribati,1990,all_energy_types,0.022
Kiribati,1990,coal,0.0
Kiribati,1990,gas,0.0
Kiribati,1990,oil,0.022
Kiribati,1990,nuclear,0.0
Kiribati,1990,other_renewables,0.0
Kosovo,1990,all_energy_types,0.0
Kosovo,1990,coal,0.0
Kosovo,1990,gas,0.0
Kosovo,1990,oil,0.0
Kosovo,1990,nuclear,0.0
Kosovo,1990,other_renewables,0.0
Kuwait,1990,all_energy_types,41.053
Kuwait,1990,coal,0.0
Kuwait,1990,gas,23.053
Kuwait,1990,oil,18.0
Kuwait,1990,nuclear,0.0
Kuwait,1990,other_renewables,0.0
Kyrgyzstan,1990,all_energy_types,0.0
Kyrgyzstan,1990,coal,0.0
Kyrgyzstan,1990,gas,0.0
Kyrgyzstan,1990,oil,0.0
Kyrgyzstan,1990,nuclear,0.0
Kyrgyzstan,1990,other_renewables,0.0
Laos,1990,all_energy_types,0.2
Laos,1990,coal,0.0
Laos,1990,gas,0.0
Laos,1990,oil,0.2
Laos,1990,nuclear,0.0
Laos,1990,other_renewables,0.0
Latvia,1990,all_energy_types,0.0
Latvia,1990,coal,0.0
Latvia,1990,gas,0.0
Latvia,1990,oil,0.0
Latvia,1990,nuclear,0.0
Latvia,1990,other_renewables,0.0
Lebanon,1990,all_energy_types,5.0
Lebanon,1990,coal,0.0
Lebanon,1990,gas,0.0
Lebanon,1990,oil,5.0
Lebanon,1990,nuclear,0.0
Lebanon,1990,other_renewables,0.0
Lesotho,1990,all_energy_types,0.2
Lesotho,1990,coal,0.0
Lesotho,1990,gas,0.0
Lesotho,1990,oil,0.2
Lesotho,1990,nuclear,0.0
Lesotho,1990,other_renewables,0.0
Liberia,1990,all_energy_types,1.0
Liberia,1990,coal,0.0
Liberia,1990,gas,0.0
Liberia,1990,oil,1.0
Liberia,1990,nuclear,0.0
Liberia,1990,other_renewables,0.0
Libya,1990,all_energy_types,31.166
Libya,1990,coal,0.0
Libya,1990,gas,9.166
Libya,1990,oil,22.0
Libya,1990,nuclear,0.0
Libya,1990,other_renewables,0.0
Lithuania,1990,all_energy_types,0.0
Lithuania,1990,coal,0.0
Lithuania,1990,gas,0.0
Lithuania,1990,oil,0.0
Lithuania,1990,nuclear,0.0
Lithuania,1990,other_renewables,0.0
Luxembourg,1990,all_energy_types,10.735
Luxembourg,1990,coal,5.247
Luxembourg,1990,gas,0.973
Luxembourg,1990,oil,4.514
Luxembourg,1990,nuclear,0.0
Luxembourg,1990,other_renewables,0.0
Macao,1990,all_energy_types,1.1
Macao,1990,coal,0.0
Macao,1990,gas,0.0
Macao,1990,oil,1.1
Macao,1990,nuclear,0.0
Macao,1990,other_renewables,0.0
Madagascar,1990,all_energy_types,1.029
Madagascar,1990,coal,0.029
Madagascar,1990,gas,0.0
Madagascar,1990,oil,1.0
Madagascar,1990,nuclear,0.0
Madagascar,1990,other_renewables,0.0
Malawi,1990,all_energy_types,0.648
Malawi,1990,coal,0.148
Malawi,1990,gas,0.0
Malawi,1990,oil,0.5
Malawi,1990,nuclear,0.0
Malawi,1990,other_renewables,0.0
Malaysia,1990,all_energy_types,52.458
Malaysia,1990,coal,4.022
Malaysia,1990,gas,16.435
Malaysia,1990,oil,32.0
Malaysia,1990,nuclear,0.0
Malaysia,1990,other_renewables,0.0
Maldives,1990,all_energy_types,0.088
Maldives,1990,coal,0.0
Maldives,1990,gas,0.0
Maldives,1990,oil,0.088
Maldives,1990,nuclear,0.0
Maldives,1990,other_renewables,0.0
Mali,1990,all_energy_types,0.5
Mali,1990,coal,0.0
Mali,1990,gas,0.0
Mali,1990,oil,0.5
Mali,1990,nuclear,0.0
Mali,1990,other_renewables,0.0
Malta,1990,all_energy_types,1.933
Malta,1990,coal,0.433
Malta,1990,gas,0.0
Malta,1990,oil,1.5
Malta,1990,nuclear,0.0
Malta,1990,other_renewables,0.0
Martinique,1990,all_energy_types,1.5
Martinique,1990,coal,0.0
Martinique,1990,gas,0.0
Martinique,1990,oil,1.5
Martinique,1990,nuclear,0.0
Martinique,1990,other_renewables,0.0
Mauritania,1990,all_energy_types,1.112
Mauritania,1990,coal,0.012
Mauritania,1990,gas,0.0
Mauritania,1990,oil,1.1
Mauritania,1990,nuclear,0.0
Mauritania,1990,other_renewables,0.0
Mauritius,1990,all_energy_types,1.659
Mauritius,1990,coal,0.159
Mauritius,1990,gas,0.0
Mauritius,1990,oil,1.5
Mauritius,1990,nuclear,0.0
Mauritius,1990,other_renewables,0.0
Mexico,1990,all_energy_types,280.35
Mexico,1990,coal,12.86
Mexico,1990,gas,49.08
Mexico,1990,oil,218.411
Mexico,1990,nuclear,0.0
Mexico,1990,other_renewables,0.0
Micronesia,1990,all_energy_types,0.0
Micronesia,1990,coal,0.0
Micronesia,1990,gas,0.0
Micronesia,1990,oil,0.0
Micronesia,1990,nuclear,0.0
Micronesia,1990,other_renewables,0.0
Moldova,1990,all_energy_types,0.0
Moldova,1990,coal,0.0
Moldova,1990,gas,0.0
Moldova,1990,oil,0.0
Moldova,1990,nuclear,0.0
Moldova,1990,other_renewables,0.0
Mongolia,1990,all_energy_types,18.953
Mongolia,1990,coal,16.553
Mongolia,1990,gas,0.0
Mongolia,1990,oil,2.4
Mongolia,1990,nuclear,0.0
Mongolia,1990,other_renewables,0.0
Montenegro,1990,all_energy_types,0.0
Montenegro,1990,coal,0.0
Montenegro,1990,gas,0.0
Montenegro,1990,oil,0.0
Montenegro,1990,nuclear,0.0
Montenegro,1990,other_renewables,0.0
Montserrat,1990,all_energy_types,0.028
Montserrat,1990,coal,0.0
Montserrat,1990,gas,0.0
Montserrat,1990,oil,0.028
Montserrat,1990,nuclear,0.0
Montserrat,1990,other_renewables,0.0
Morocco,1990,all_energy_types,19.127
Morocco,1990,coal,4.011
Morocco,1990,gas,0.117
Morocco,1990,oil,15.0
Morocco,1990,nuclear,0.0
Morocco,1990,other_renewables,0.0
Mozambique,1990,all_energy_types,1.2
Mozambique,1990,coal,0.0
Mozambique,1990,gas,0.0
Mozambique,1990,oil,1.2
Mozambique,1990,nuclear,0.0
Mozambique,1990,other_renewables,0.0
Namibia,1990,all_energy_types,0.0
Namibia,1990,coal,0.0
Namibia,1990,gas,0.0
Namibia,1990,oil,0.0
Namibia,1990,nuclear,0.0
Namibia,1990,other_renewables,0.0
Nauru,1990,all_energy_types,0.1
Nauru,1990,coal,0.0
Nauru,1990,gas,0.0
Nauru,1990,oil,0.1
Nauru,1990,nuclear,0.0
Nauru,1990,other_renewables,0.0
Nepal,1990,all_energy_types,0.722
Nepal,1990,coal,0.122
Nepal,1990,gas,0.0
Nepal,1990,oil,0.6
Nepal,1990,nuclear,0.0
Nepal,1990,other_renewables,0.0
Netherlands,1990,all_energy_types,194.765
Netherlands,1990,coal,31.024
Netherlands,1990,gas,73.521
Netherlands,1990,oil,90.221
Netherlands,1990,nuclear,0.0
Netherlands,1990,other_renewables,0.0
Netherlands Antilles,1990,all_energy_types,9.8
Netherlands Antilles,1990,coal,0.0
Netherlands Antilles,1990,gas,0.0
Netherlands Antilles,1990,oil,9.8
Netherlands Antilles,1990,nuclear,0.0
Netherlands Antilles,1990,other_renewables,0.0
New Caledonia,1990,all_energy_types,1.695
New Caledonia,1990,coal,0.495
New Caledonia,1990,gas,0.0
New Caledonia,1990,oil,1.2
New Caledonia,1990,nuclear,0.0
New Caledonia,1990,other_renewables,0.0
New Zealand,1990,all_energy_types,26.392
New Zealand,1990,coal,3.915
New Zealand,1990,gas,9.136
New Zealand,1990,oil,13.341
New Zealand,1990,nuclear,0.0
New Zealand,1990,other_renewables,0.0
Nicaragua,1990,all_energy_types,2.1
Nicaragua,1990,coal,0.0
Nicaragua,1990,gas,0.0
Nicaragua,1990,oil,2.1
Nicaragua,1990,nuclear,0.0
Nicaragua,1990,other_renewables,0.0
Niger,1990,all_energy_types,0.936
Niger,1990,coal,0.336
Niger,1990,gas,0.0
Niger,1990,oil,0.6
Niger,1990,nuclear,0.0
Niger,1990,other_renewables,0.0
Nigeria,1990,all_energy_types,45.452
Nigeria,1990,coal,0.231
Nigeria,1990,gas,9.221
Nigeria,1990,oil,36.0
Nigeria,1990,nuclear,0.0
Nigeria,1990,other_renewables,0.0
Niue,1990,all_energy_types,0.003
Niue,1990,coal,0.0
Niue,1990,gas,0.0
Niue,1990,oil,0.003
Niue,1990,nuclear,0.0
Niue,1990,other_renewables,0.0
North Korea,1990,all_energy_types,76.756
North Korea,1990,coal,67.056
North Korea,1990,gas,0.0
North Korea,1990,oil,9.7
North Korea,1990,nuclear,0.0
North Korea,1990,other_renewables,0.0
North Macedonia,1990,all_energy_types,0.0
North Macedonia,1990,coal,0.0
North Macedonia,1990,gas,0.0
North Macedonia,1990,oil,0.0
North Macedonia,1990,nuclear,0.0
North Macedonia,1990,other_renewables,0.0
Northern Mariana Islands,1990,all_energy_types,0.0
Northern Mariana Islands,1990,coal,0.0
Northern Mariana Islands,1990,gas,0.0
Northern Mariana Islands,1990,oil,0.0
Northern Mariana Islands,1990,nuclear,0.0
Northern Mariana Islands,1990,other_renewables,0.0
Norway,1990,all_energy_types,34.232
Norway,1990,coal,4.086
Norway,1990,gas,4.202
Norway,1990,oil,25.944
Norway,1990,nuclear,0.0
Norway,1990,other_renewables,0.0
Oman,1990,all_energy_types,10.099
Oman,1990,coal,0.0
Oman,1990,gas,5.499
Oman,1990,oil,4.6
Oman,1990,nuclear,0.0
Oman,1990,other_renewables,0.0
Pakistan,1990,all_energy_types,61.325
Pakistan,1990,coal,6.786
Pakistan,1990,gas,23.539
Pakistan,1990,oil,31.0
Pakistan,1990,nuclear,0.0
Pakistan,1990,other_renewables,0.0
Panama,1990,all_energy_types,11.036
Panama,1990,coal,0.036
Panama,1990,gas,0.0
Panama,1990,oil,11.0
Panama,1990,nuclear,0.0
Panama,1990,other_renewables,0.0
Papua New Guinea,1990,all_energy_types,2.4
Papua New Guinea,1990,coal,0.0
Papua New Guinea,1990,gas,0.0
Papua New Guinea,1990,oil,2.4
Papua New Guinea,1990,nuclear,0.0
Papua New Guinea,1990,other_renewables,0.0
Paraguay,1990,all_energy_types,2.3
Paraguay,1990,coal,0.0
Paraguay,1990,gas,0.0
Paraguay,1990,oil,2.3
Paraguay,1990,nuclear,0.0
Paraguay,1990,other_renewables,0.0
Peru,1990,all_energy_types,20.803
Peru,1990,coal,0.782
Peru,1990,gas,2.021
Peru,1990,oil,18.0
Peru,1990,nuclear,0.0
Peru,1990,other_renewables,0.0
Philippines,1990,all_energy_types,40.091
Philippines,1990,coal,5.091
Philippines,1990,gas,0.0
Philippines,1990,oil,35.0
Philippines,1990,nuclear,0.0
Philippines,1990,other_renewables,0.0
Poland,1990,all_energy_types,439.221
Poland,1990,coal,372.868
Poland,1990,gas,22.16
Poland,1990,oil,44.192
Poland,1990,nuclear,0.0
Poland,1990,other_renewables,0.0
Portugal,1990,all_energy_types,42.245
Portugal,1990,coal,9.052
Portugal,1990,gas,0.0
Portugal,1990,oil,33.194
Portugal,1990,nuclear,0.0
Portugal,1990,other_renewables,0.0
Puerto Rico,1990,all_energy_types,13.487
Puerto Rico,1990,coal,0.716
Puerto Rico,1990,gas,0.0
Puerto Rico,1990,oil,12.771
Puerto Rico,1990,nuclear,0.0
Puerto Rico,1990,other_renewables,0.0
Qatar,1990,all_energy_types,15.343
Qatar,1990,coal,0.0
Qatar,1990,gas,11.943
Qatar,1990,oil,3.4
Qatar,1990,nuclear,0.0
Qatar,1990,other_renewables,0.0
Reunion,1990,all_energy_types,1.2
Reunion,1990,coal,0.0
Reunion,1990,gas,0.0
Reunion,1990,oil,1.2
Reunion,1990,nuclear,0.0
Reunion,1990,other_renewables,0.0
Romania,1990,all_energy_types,193.166
Romania,1990,coal,65.596
Romania,1990,gas,78.571
Romania,1990,oil,49.0
Romania,1990,nuclear,0.0
Romania,1990,other_renewables,0.0
Russia,1990,all_energy_types,0.0
Russia,1990,coal,0.0
Russia,1990,gas,0.0
Russia,1990,oil,0.0
Russia,1990,nuclear,0.0
Russia,1990,other_renewables,0.0
Rwanda,1990,all_energy_types,0.7
Rwanda,1990,coal,0.0
