region,year,source,consumptionElectricity,productionElectricity,energyPerCapita,elecPerCapita
Asia,1994,wind,1.709,0.578,0.497,0.168
Asia,1995,coal,12006.162,1504.228,0.0,430.736
Asia,1995,gas,4033.958,660.951,1155.123,189.263
Asia,1995,hydro,1592.345,538.502,455.968,154.2
Asia,1995,nuclear,1165.042,410.585,333.609,117.571
Asia,1995,oil,13025.047,674.514,3729.72,193.147
Asia,1995,other_renewables,83.88,27.571,24.019,7.895
Asia,1995,renewables,1679.667,567.237,480.973,162.428
Asia,1995,solar,0.146,0.05,0.042,0.014
Asia,1995,wind,3.296,1.115,0.944,0.319
Asia,1996,coal,12509.934,1634.823,0.0,461.426
Asia,1996,gas,4316.743,706.862,1218.394,199.511
Asia,1996,hydro,1581.76,534.923,446.449,150.981
Asia,1996,nuclear,1230.607,433.692,347.337,122.409
Asia,1996,oil,13584.345,667.387,3834.16,188.369
Asia,1996,other_renewables,84.913,28.014,23.967,7.907
Asia,1996,renewables,1669.776,563.986,471.292,159.184
Asia,1996,solar,0.215,0.073,0.061,0.02
Asia,1996,wind,2.889,0.977,0.815,0.276
Asia,1997,coal,12527.631,1720.054,0.0,478.705
Asia,1997,gas,4538.377,796.998,1263.067,221.811
Asia,1997,hydro,1575.561,532.826,438.491,148.29
Asia,1997,nuclear,1309.116,461.36,364.338,128.4
Asia,1997,oil,14226.38,650.728,3959.315,181.103
Asia,1997,other_renewables,95.984,31.614,26.713,8.798
Asia,1997,renewables,1675.425,565.753,466.284,157.453
Asia,1997,solar,0.344,0.116,0.096,0.032
Asia,1997,wind,3.536,1.196,0.984,0.333
Asia,1998,coal,12504.702,1778.079,0.0,488.114
Asia,1998,gas,4738.892,836.924,1300.909,229.75
Asia,1998,hydro,1670.136,564.81,458.482,155.05
Asia,1998,nuclear,1362.207,480.071,373.95,131.788
Asia,1998,oil,13953.072,626.584,3830.363,172.008
Asia,1998,other_renewables,101.919,33.697,27.979,9.25
Asia,1998,renewables,1776.861,600.132,487.779,164.747
Asia,1998,solar,0.495,0.167,0.136,0.046
Asia,1998,wind,4.311,1.458,1.184,0.4
Asia,1999,coal,12813.229,1918.412,0.0,519.64
Asia,1999,gas,5115.055,902.915,1385.514,244.572
Asia,1999,hydro,1626.857,550.173,440.667,149.025
Asia,1999,nuclear,1385.105,488.14,375.183,132.222
Asia,1999,oil,14394.848,635.011,3899.13,172.005
Asia,1999,other_renewables,111.61,36.98,30.232,10.017
Asia,1999,renewables,1745.196,589.429,472.721,159.658
Asia,1999,solar,0.726,0.246,0.197,0.067
Asia,1999,wind,6.002,2.03,1.626,0.55
Asia,2000,coal,13317.104,2097.508,0.0,560.783
Asia,2000,gas,5395.233,958.541,1442.452,256.272
Asia,2000,hydro,1675.665,566.679,448.0,151.506
Asia,2000,nuclear,1424.558,502.044,380.865,134.225
Asia,2000,oil,14903.107,645.149,3984.447,172.485
Asia,2000,other_renewables,122.464,40.589,32.741,10.852
Asia,2000,renewables,1806.303,610.033,482.927,163.096
Asia,2000,solar,1.129,0.382,0.302,0.102
Asia,2000,wind,7.045,2.383,1.884,0.637
Asia,2001,coal,13945.782,2239.755,0.0,591.226
Asia,2001,gas,5743.811,1029.421,1516.188,271.735
Asia,2001,hydro,1796.938,611.664,474.336,161.46
Asia,2001,nuclear,1433.763,508.591,378.469,134.252
Asia,2001,oil,15058.351,599.222,3974.936,158.176
Asia,2001,other_renewables,125.023,41.516,33.002,10.959
Asia,2001,renewables,1932.992,656.934,510.25,173.41
Asia,2001,solar,1.629,0.554,0.43,0.146
Asia,2001,wind,9.402,3.201,2.482,0.845
Asia,2002,coal,15021.725,2444.115,0.0,637.168
Asia,2002,gas,6074.999,1101.635,1583.721,287.191
Asia,2002,hydro,1849.283,633.569,482.099,165.168
Asia,2002,nuclear,1460.871,521.572,380.841,135.971
Asia,2002,oil,15456.154,615.543,4029.339,160.469
Asia,2002,other_renewables,128.964,42.871,33.62,11.176
Asia,2002,renewables,1990.626,680.681,518.946,177.45
Asia,2002,solar,2.25,0.771,0.587,0.201
Asia,2002,wind,10.129,3.47,2.641,0.905
Asia,2003,coal,17196.309,2757.281,0.0,710.065
Asia,2003,gas,6503.45,1200.841,1674.791,309.245
Asia,2003,hydro,1909.299,658.351,491.689,169.541
Asia,2003,nuclear,1291.364,464.027,332.556,119.498
Asia,2003,oil,16080.263,618.864,4141.045,159.372
Asia,2003,other_renewables,134.705,44.737,34.69,11.521
Asia,2003,renewables,2060.383,708.735,530.597,182.516
Asia,2003,solar,3.055,1.053,0.787,0.271
Asia,2003,wind,13.324,4.594,3.431,1.183
Asia,2004,coal,19349.207,3015.025,0.0,767.155
Asia,2004,gas,6988.338,1280.322,1778.141,325.77
Asia,2004,hydro,2234.633,775.469,568.589,197.314
Asia,2004,nuclear,1472.236,532.411,374.602,135.469
Asia,2004,oil,17059.164,611.894,4340.604,155.693
Asia,2004,other_renewables,142.287,47.317,36.204,12.039
Asia,2004,renewables,2404.411,832.326,611.788,211.78
Asia,2004,solar,4.008,1.391,1.02,0.354
Asia,2004,wind,23.483,8.149,5.975,2.074
Asia,2005,coal,21995.963,3343.809,0.0,840.795
Asia,2005,gas,7521.409,1362.356,1891.246,342.562
Asia,2005,hydro,2300.812,803.521,578.536,202.044
Asia,2005,nuclear,1527.342,555.858,384.048,139.77
Asia,2005,oil,17239.045,611.413,4334.731,153.739
Asia,2005,other_renewables,160.231,52.971,40.29,13.32
Asia,2005,renewables,2495.459,868.511,627.479,218.386
Asia,2005,solar,5.064,1.768,1.273,0.445
Asia,2005,wind,29.352,10.251,7.381,2.578
Asia,2006,coal,23728.766,3710.483,0.0,922.172
Asia,2006,gas,7977.54,1448.615,1982.67,360.027
Asia,2006,hydro,2516.389,884.37,625.402,219.794
Asia,2006,nuclear,1557.874,570.558,387.181,141.802
Asia,2006,oil,17689.324,591.443,4396.355,146.992
Asia,2006,other_renewables,172.513,56.996,42.875,14.165
Asia,2006,renewables,2740.837,959.617,681.184,238.495
Asia,2006,solar,6.242,2.194,1.551,0.545
Asia,2006,wind,45.691,16.058,11.356,3.991
Asia,2007,coal,25784.418,4152.452,0.0,1020.221
Asia,2007,gas,8605.575,1565.75,2114.313,384.691
Asia,2007,hydro,2625.081,928.371,644.959,228.092
Asia,2007,nuclear,1485.078,547.318,364.871,134.471
Asia,2007,oil,18248.25,620.238,4483.433,152.387
Asia,2007,other_renewables,192.029,63.239,47.18,15.537
Asia,2007,renewables,2884.864,1015.571,708.785,249.517
Asia,2007,solar,7.44,2.631,1.828,0.646
Asia,2007,wind,60.314,21.33,14.819,5.241
Asia,2008,coal,26500.443,4281.158,0.0,1040.002
Asia,2008,gas,9200.066,1643.981,2234.93,399.365
Asia,2008,hydro,2960.182,1053.424,719.103,255.903
Asia,2008,nuclear,1432.829,531.362,348.07,129.081
Asia,2008,oil,18480.465,610.809,4489.374,148.381
Asia,2008,other_renewables,216.182,71.152,52.516,17.285
Asia,2008,renewables,3277.0,1160.389,796.067,281.888
Asia,2008,solar,8.967,3.191,2.178,0.775
Asia,2008,wind,91.668,32.621,22.269,7.925
Asia,2009,coal,27379.115,4521.737,0.0,1086.273
Asia,2009,gas,9460.393,1697.962,2272.704,407.908
Asia,2009,hydro,2858.0,1023.378,686.588,245.85
Asia,2009,nuclear,1489.733,555.897,357.884,133.545
Asia,2009,oil,18629.805,554.587,4475.505,133.23
Asia,2009,other_renewables,243.814,80.087,58.572,19.24
Asia,2009,renewables,3254.852,1158.264,781.925,278.254
Asia,2009,solar,11.515,4.123,2.766,0.99
Asia,2009,wind,141.524,50.676,33.999,12.174
Asia,2010,coal,28691.027,4914.577,0.0,1167.779
Asia,2010,gas,10398.672,1875.427,2470.885,445.63
Asia,2010,hydro,3271.558,1178.694,777.373,280.076
Asia,2010,nuclear,1559.269,585.435,370.506,139.108
Asia,2010,oil,19729.688,547.061,4688.078,129.99
Asia,2010,other_renewables,281.113,91.84,66.797,21.823
Asia,2010,renewables,3785.328,1354.357,899.452,321.816
Asia,2010,solar,16.258,5.858,3.863,1.392
Asia,2010,wind,216.399,77.965,51.42,18.526
Asia,2011,coal,30863.795,5446.318,0.0,1280.262
Asia,2011,gas,11160.103,1939.7,2623.397,455.964
Asia,2011,hydro,3292.089,1193.368,773.869,280.524
Asia,2011,nuclear,1285.972,485.787,302.293,114.194
Asia,2011,oil,20295.572,641.067,4770.866,150.695
Asia,2011,other_renewables,309.987,100.992,72.868,23.74
Asia,2011,renewables,3934.378,1414.818,924.851,332.58
Asia,2011,solar,28.538,10.345,6.708,2.432
Asia,2011,wind,303.764,110.113,71.406,25.884
Asia,2012,coal,31625.379,5672.737,0.0,1319.448
Asia,2012,gas,11738.724,2058.348,2730.363,478.76
Asia,2012,hydro,3703.806,1350.8,861.485,314.189
Asia,2012,nuclear,912.158,346.676,212.163,80.635
Asia,2012,oil,21202.184,715.163,4931.512,166.343
Asia,2012,other_renewables,337.133,109.716,78.415,25.519
Asia,2012,renewables,4478.707,1620.172,1041.723,376.843
Asia,2012,solar,42.704,15.574,9.933,3.623
Asia,2012,wind,395.064,144.082,91.89,33.513
Asia,2013,coal,32274.051,6099.479,0.0,1404.055
Asia,2013,gas,12044.906,2070.032,2772.649,476.506
Asia,2013,hydro,3975.963,1458.845,915.237,335.815
Asia,2013,nuclear,917.22,350.713,211.137,80.732
Asia,2013,oil,21588.268,673.5,4969.46,155.035
Asia,2013,other_renewables,375.564,121.82,86.452,28.042
Asia,2013,renewables,4935.386,1794.893,1136.09,413.171
Asia,2013,solar,79.676,29.234,18.341,6.73
Asia,2013,wind,504.184,184.993,116.059,42.584
Asia,2014,coal,32904.27,6360.762,0.0,1449.4
Asia,2014,gas,12535.039,2229.081,2856.307,507.931
Asia,2014,hydro,4315.175,1592.846,983.281,362.955
Asia,2014,nuclear,982.412,377.903,223.858,86.111
Asia,2014,oil,21946.365,626.012,5000.827,142.647
Asia,2014,other_renewables,433.972,140.662,98.887,32.052
Asia,2014,renewables,5481.636,2003.888,1249.078,456.618
Asia,2014,solar,160.748,59.336,36.629,13.521
Asia,2014,wind,571.741,211.045,130.28,48.09
Asia,2015,coal,32640.432,6281.3,0.0,1417.161
Asia,2015,gas,12983.826,2282.395,2929.356,514.944
Asia,2015,hydro,4468.981,1659.498,1008.273,374.409
Asia,2015,nuclear,1100.937,426.032,248.389,96.119
Asia,2015,oil,22738.824,616.808,5130.237,139.162
Asia,2015,other_renewables,504.914,163.373,113.917,36.859
Asia,2015,renewables,5869.114,2155.298,1324.165,486.269
Asia,2015,solar,246.385,91.492,55.588,20.642
Asia,2015,wind,648.833,240.936,146.387,54.359
Asia,2016,coal,32643.135,6491.039,0.0,1450.37
Asia,2016,gas,13336.904,2363.878,2980.022,528.189
Asia,2016,hydro,4614.27,1723.647,1031.021,385.135
Asia,2016,nuclear,1224.212,476.556,273.54,106.483
Asia,2016,oil,23536.893,573.716,5259.126,128.192
Asia,2016,other_renewables,513.316,166.462,114.696,37.195
Asia,2016,renewables,6333.513,2340.581,1415.172,522.984
Asia,2016,solar,370.183,138.281,82.714,30.898
Asia,2016,wind,835.745,312.19,186.74,69.756
Asia,2017,coal,33240.148,6869.44,0.0,1520.508
Asia,2017,gas,13976.306,2481.358,3093.568,549.233
Asia,2017,hydro,4707.219,1768.773,1041.913,391.507
Asia,2017,nuclear,1284.937,503.154,284.413,111.37
Asia,2017,oil,24108.035,533.037,5336.162,117.984
Asia,2017,other_renewables,601.738,194.789,133.191,43.115
Asia,2017,renewables,6928.849,2572.249,1533.657,569.351
Asia,2017,solar,579.546,217.769,128.279,48.202
Asia,2017,wind,1040.345,390.917,230.274,86.527
Asia,2018,coal,34077.934,7365.675,0.0,1615.465
Asia,2018,gas,14723.518,2561.25,3229.211,561.742
Asia,2018,hydro,4788.034,1809.723,1050.128,396.915
Asia,2018,nuclear,1428.219,562.55,313.242,123.38
Asia,2018,oil,24619.209,460.999,5399.567,101.108
Asia,2018,other_renewables,720.907,232.832,158.112,51.065
Asia,2018,renewables,7562.706,2818.812,1658.678,618.231
Asia,2018,solar,821.727,310.587,180.224,68.119
Asia,2018,wind,1232.037,465.671,270.215,102.132
Asia,2019,coal,34519.422,7488.383,0.0,1627.848
Asia,2019,gas,15092.289,2553.114,3280.809,555.004
Asia,2019,hydro,5099.429,1934.553,1108.53,420.539
Asia,2019,nuclear,1658.125,655.523,360.448,142.5
Asia,2019,oil,24867.576,401.966,5405.792,87.381
Asia,2019,other_renewables,808.283,260.66,175.707,56.663
Asia,2019,renewables,8295.56,3101.083,1803.315,674.123
Asia,2019,solar,1032.668,391.76,224.485,85.162
Asia,2019,wind,1355.18,514.11,294.593,111.759
Asia,2020,coal,34101.305,7443.911,0.0,1604.344
Asia,2020,gas,15312.179,2570.136,3300.147,553.927
Asia,2020,hydro,5202.053,1980.762,1121.169,426.902
Asia,2020,nuclear,1677.673,665.697,361.579,143.474
Asia,2020,oil,23417.275,395.871,5046.993,85.32
Asia,2020,other_renewables,886.141,285.713,190.985,61.578
Asia,2020,renewables,8836.628,3312.983,1904.508,714.028
Asia,2020,solar,1228.24,467.671,264.716,100.795
Asia,2020,wind,1520.194,578.837,327.639,124.754
Asia,2021,coal,36037.969,8023.688,0.0,1715.033
Asia,2021,gas,16249.496,2675.419,3473.269,571.861
Asia,2021,hydro,5071.185,1938.025,1083.947,414.246
Asia,2021,nuclear,1833.94,730.376,391.998,156.115
Asia,2021,oil,24457.223,431.489,5227.639,92.229
Asia,2021,other_renewables,1047.484,336.357,223.896,71.895
Asia,2021,renewables,9691.129,3639.648,2071.442,777.961
Asia,2021,solar,1516.78,579.659,324.206,123.9
Asia,2021,wind,2055.68,785.607,439.394,167.921
Central America,1980,coal,0.179,0.0,0.0,0.0
Central America,1980,gas,0.0,0.0,0.0,0.0
Central America,1980,hydro,16.431,5.556,0.0,0.0
Central America,1980,nuclear,0.0,0.0,0.0,0.0
Central America,1980,oil,72.591,0.0,0.0,0.0
Central America,1980,other_renewables,2.003,0.682,0.0,0.0
Central America,1980,renewables,18.433,6.239,0.0,0.0
Central America,1980,solar,0.0,0.0,0.0,0.0
Central America,1980,wind,0.0,0.0,0.0,0.0
Central America,1981,coal,0.176,0.0,0.0,0.0
Central America,1981,gas,0.0,0.0,0.0,0.0
Central America,1981,hydro,17.062,5.77,0.0,0.0
Central America,1981,nuclear,0.0,0.0,0.0,0.0
Central America,1981,oil,70.205,0.0,0.0,0.0
Central America,1981,other_renewables,3.258,1.109,0.0,0.0
Central America,1981,renewables,20.32,6.879,0.0,0.0
Central America,1981,solar,0.0,0.0,0.0,0.0
Central America,1981,wind,0.0,0.0,0.0,0.0
Central America,1982,coal,0.04,0.0,0.0,0.0
Central America,1982,gas,0.0,0.0,0.0,0.0
Central America,1982,hydro,16.507,5.582,0.0,0.0
Central America,1982,nuclear,0.0,0.0,0.0,0.0
Central America,1982,oil,70.169,0.0,0.0,0.0
Central America,1982,other_renewables,3.508,1.198,0.0,0.0
Central America,1982,renewables,20.015,6.78,0.0,0.0
Central America,1982,solar,0.0,0.0,0.0,0.0
Central America,1982,wind,0.0,0.0,0.0,0.0
Central America,1983,coal,0.032,0.0,0.0,0.0
Central America,1983,gas,0.0,0.0,0.0,0.0
Central America,1983,hydro,18.321,6.196,0.0,0.0
Central America,1983,nuclear,0.0,0.0,0.0,0.0
Central America,1983,oil,69.118,0.0,0.0,0.0
Central America,1983,other_renewables,3.014,1.026,0.0,0.0
Central America,1983,renewables,21.334,7.222,0.0,0.0
Central America,1983,solar,0.0,0.0,0.0,0.0
Central America,1983,wind,0.0,0.0,0.0,0.0
Central America,1984,coal,0.009,0.0,0.0,0.0
Central America,1984,gas,0.0,0.0,0.0,0.0
Central America,1984,hydro,20.609,6.97,0.0,0.0
Central America,1984,nuclear,0.0,0.0,0.0,0.0
Central America,1984,oil,70.426,0.0,0.0,0.0
Central America,1984,other_renewables,3.611,1.237,0.0,0.0
Central America,1984,renewables,24.22,8.207,0.0,0.0
Central America,1984,solar,0.0,0.0,0.0,0.0
Central America,1984,wind,0.0,0.0,0.0,0.0
Central America,1985,coal,0.263,0.0,0.0,0.0
Central America,1985,gas,0.0,0.0,0.0,0.0
Central America,1985,hydro,23.595,7.979,0.0,0.0
Central America,1985,nuclear,0.0,0.0,0.0,0.0
Central America,1985,oil,71.686,0.0,0.0,0.0
Central America,1985,other_renewables,2.735,0.937,0.0,0.0
Central America,1985,renewables,26.329,8.916,0.0,0.0
Central America,1985,solar,0.0,0.0,0.0,0.0
Central America,1985,wind,0.0,0.0,0.0,0.0
Central America,1986,coal,0.272,0.0,0.0,0.0
Central America,1986,gas,0.0,0.0,0.0,0.0
Central America,1986,hydro,27.57,9.324,0.0,0.0
Central America,1986,nuclear,0.0,0.0,0.0,0.0
Central America,1986,oil,71.597,0.0,0.0,0.0
Central America,1986,other_renewables,2.523,0.861,0.0,0.0
Central America,1986,renewables,30.093,10.184,0.0,0.0
Central America,1986,solar,0.0,0.0,0.0,0.0
Central America,1986,wind,0.0,0.0,0.0,0.0
Central America,1987,coal,0.293,0.0,0.0,0.0
Central America,1987,gas,0.0,0.0,0.0,0.0
Central America,1987,hydro,28.635,9.684,0.0,0.0
Central America,1987,nuclear,0.0,0.0,0.0,0.0
Central America,1987,oil,76.951,0.0,0.0,0.0
Central America,1987,other_renewables,2.669,0.911,0.0,0.0
Central America,1987,renewables,31.305,10.594,0.0,0.0
Central America,1987,solar,0.0,0.0,0.0,0.0
Central America,1987,wind,0.0,0.0,0.0,0.0
Central America,1988,coal,0.151,0.0,0.0,0.0
Central America,1988,gas,0.0,0.0,0.0,0.0
Central America,1988,hydro,30.499,10.314,0.0,0.0
Central America,1988,nuclear,0.0,0.0,0.0,0.0
Central America,1988,oil,74.607,0.0,0.0,0.0
Central America,1988,other_renewables,2.602,0.884,0.0,0.0
Central America,1988,renewables,33.101,11.198,0.0,0.0
Central America,1988,solar,0.0,0.0,0.0,0.0
Central America,1988,wind,0.0,0.0,0.0,0.0
Central America,1989,coal,0.395,0.0,0.0,0.0
Central America,1989,gas,0.0,0.0,0.0,0.0
Central America,1989,hydro,32.924,11.134,0.0,0.0
Central America,1989,nuclear,0.0,0.0,0.0,0.0
Central America,1989,oil,77.983,0.0,0.0,0.0
Central America,1989,other_renewables,3.449,1.172,0.0,0.0
Central America,1989,renewables,36.373,12.306,0.0,0.0
Central America,1989,solar,0.0,0.0,0.0,0.0
Central America,1989,wind,0.0,0.0,0.0,0.0
Central America,1990,coal,0.28,0.0,0.0,0.0
Central America,1990,gas,0.0,0.0,0.0,0.0
Central America,1990,hydro,34.427,11.643,0.0,0.0
Central America,1990,nuclear,0.0,0.0,0.0,0.0
Central America,1990,oil,80.507,0.0,0.0,0.0
Central America,1990,other_renewables,3.611,1.221,0.0,0.0
Central America,1990,renewables,38.038,12.863,0.0,0.0
Central America,1990,solar,0.0,0.0,0.0,0.0
Central America,1990,wind,0.0,0.0,0.0,0.0
Central America,1991,coal,0.394,0.0,0.0,0.0
Central America,1991,gas,0.0,0.0,0.0,0.0
Central America,1991,hydro,33.495,11.327,0.0,0.0
Central America,1991,nuclear,0.0,0.0,0.0,0.0
Central America,1991,oil,87.796,0.0,0.0,0.0
Central America,1991,other_renewables,3.949,1.335,0.0,0.0
Central America,1991,renewables,37.443,12.662,0.0,0.0
Central America,1991,solar,0.0,0.0,0.0,0.0
Central America,1991,wind,0.0,0.0,0.0,0.0
Central America,1992,coal,0.363,0.0,0.0,0.0
Central America,1992,gas,0.0,0.0,0.0,0.0
Central America,1992,hydro,31.896,10.787,0.0,0.0
Central America,1992,nuclear,0.0,0.0,0.0,0.0
Central America,1992,oil,99.842,0.0,0.0,0.0
Central America,1992,other_renewables,5.344,1.822,0.0,0.0
Central America,1992,renewables,37.241,12.608,0.0,0.0
Central America,1992,solar,0.0,0.0,0.0,0.0
Central America,1992,wind,0.0,0.0,0.0,0.0
Central America,1993,coal,0.468,0.0,0.0,0.0
Central America,1993,gas,0.0,0.0,0.0,0.0
Central America,1993,hydro,35.554,12.024,0.0,0.0
Central America,1993,nuclear,0.0,0.0,0.0,0.0
Central America,1993,oil,106.56,0.0,0.0,0.0
Central America,1993,other_renewables,5.052,1.722,0.0,0.0
Central America,1993,renewables,40.606,13.746,0.0,0.0
Central America,1993,solar,0.0,0.0,0.0,0.0
Central America,1993,wind,0.0,0.0,0.0,0.0
Central America,1994,coal,0.474,0.0,0.0,0.0
Central America,1994,gas,0.0,0.0,0.0,0.0
Central America,1994,hydro,34.347,11.616,0.0,0.0
Central America,1994,nuclear,0.0,0.0,0.0,0.0
Central America,1994,oil,116.629,0.0,0.0,0.0
Central America,1994,other_renewables,4.967,1.693,0.0,0.0
Central America,1994,renewables,39.314,13.309,0.0,0.0
Central America,1994,solar,0.0,0.0,0.0,0.0
Central America,1994,wind,0.0,0.0,0.0,0.0
Central America,1995,coal,0.371,0.0,0.0,0.0
Central America,1995,gas,0.0,0.0,0.0,0.0
Central America,1995,hydro,33.894,11.462,0.0,0.0
Central America,1995,nuclear,0.0,0.0,0.0,0.0
Central America,1995,oil,129.197,0.0,0.0,0.0
Central America,1995,other_renewables,5.156,1.751,0.0,0.0
Central America,1995,renewables,39.05,13.213,0.0,0.0
Central America,1995,solar,0.0,0.0,0.0,0.0
Central America,1995,wind,0.0,0.0,0.0,0.0
Central America,1996,coal,0.93,0.0,0.0,0.0
Central America,1996,gas,0.0,0.0,0.0,0.0
Central America,1996,hydro,39.109,13.226,0.0,0.0
Central America,1996,nuclear,0.0,0.0,0.0,0.0
Central America,1996,oil,126.179,0.0,0.0,0.0
Central America,1996,other_renewables,5.121,1.739,0.0,0.0
Central America,1996,renewables,44.296,14.988,0.0,0.0
Central America,1996,solar,0.0,0.0,0.0,0.0
Central America,1996,wind,0.067,0.023,0.0,0.0
Central America,1997,coal,0.501,0.0,0.0,0.0
Central America,1997,gas,0.0,0.0,0.0,0.0
Central America,1997,hydro,37.748,12.766,0.0,0.0
Central America,1997,nuclear,0.0,0.0,0.0,0.0
Central America,1997,oil,136.793,0.0,0.0,0.0
Central America,1997,other_renewables,5.468,1.851,0.0,0.0
Central America,1997,renewables,43.44,14.692,0.0,0.0
Central America,1997,solar,0.0,0.0,0.0,0.0
Central America,1997,wind,0.224,0.076,0.0,0.0
Central America,1998,coal,0.519,0.0,0.0,0.0
Central America,1998,gas,0.0,0.0,0.0,0.0
Central America,1998,hydro,37.995,12.849,0.0,0.0
Central America,1998,nuclear,0.0,0.0,0.0,0.0
Central America,1998,oil,156.822,0.0,0.0,0.0
Central America,1998,other_renewables,4.729,1.614,0.0,0.0
Central America,1998,renewables,42.914,14.528,0.0,0.0
Central America,1998,solar,0.0,0.0,0.0,0.0
Central America,1998,wind,0.19,0.064,0.0,0.0
Central America,1999,coal,1.028,0.0,0.0,0.0
Central America,1999,gas,0.0,0.0,0.0,0.0
Central America,1999,hydro,44.341,14.995,0.0,0.0
Central America,1999,nuclear,0.0,0.0,0.0,0.0
Central America,1999,oil,154.678,0.0,0.0,0.0
Central America,1999,other_renewables,7.097,2.414,0.0,0.0
Central America,1999,renewables,51.733,17.509,0.0,0.0
Central America,1999,solar,0.0,0.0,0.0,0.0
Central America,1999,wind,0.295,0.1,0.0,0.0
Central America,2000,coal,3.03,0.0,0.0,0.0
Central America,2000,gas,0.0,0.0,0.0,0.0
Central America,2000,hydro,45.436,15.365,0.0,0.0
Central America,2000,nuclear,0.0,0.0,0.0,0.0
Central America,2000,oil,159.43,0.0,0.0,0.0
Central America,2000,other_renewables,8.216,2.806,0.0,0.0
Central America,2000,renewables,54.169,18.346,0.0,0.0
Central America,2000,solar,0.0,0.0,0.0,0.0
Central America,2000,wind,0.517,0.175,0.0,0.0
Central America,2001,coal,3.216,0.0,0.0,0.0
Central America,2001,gas,0.0,0.0,0.0,0.0
Central America,2001,hydro,40.282,13.712,0.0,0.0
Central America,2001,nuclear,0.0,0.0,0.0,0.0
Central America,2001,oil,170.779,0.0,0.0,0.0
Central America,2001,other_renewables,8.869,3.053,0.0,0.0
Central America,2001,renewables,49.678,16.944,0.0,0.0
Central America,2001,solar,0.0,0.0,0.0,0.0
Central America,2001,wind,0.527,0.179,0.0,0.0
Central America,2002,coal,3.926,0.0,0.0,0.0
Central America,2002,gas,0.0,0.0,0.0,0.0
Central America,2002,hydro,42.211,14.462,0.0,0.0
Central America,2002,nuclear,0.0,0.0,0.0,0.0
Central America,2002,oil,170.353,0.0,0.0,0.0
Central America,2002,other_renewables,9.66,3.326,0.0,0.0
Central America,2002,renewables,52.613,18.042,0.0,0.0
Central America,2002,solar,0.0,0.0,0.0,0.0
Central America,2002,wind,0.742,0.254,0.0,0.0
Central America,2003,coal,4.101,0.0,0.0,0.0
Central America,2003,gas,0.0,0.0,0.0,0.0
Central America,2003,hydro,43.768,15.092,0.0,0.0
Central America,2003,nuclear,0.0,0.0,0.0,0.0
Central America,2003,oil,177.984,0.0,0.0,0.0
Central America,2003,other_renewables,10.241,3.546,0.0,0.0
Central America,2003,renewables,54.677,18.868,0.0,0.0
Central America,2003,solar,0.0,0.0,0.0,0.0
Central America,2003,wind,0.668,0.23,0.0,0.0
Central America,2004,coal,4.347,0.0,0.0,0.0
Central America,2004,gas,0.0,0.0,0.0,0.0
Central America,2004,hydro,46.209,16.036,0.0,0.0
Central America,2004,nuclear,0.0,0.0,0.0,0.0
Central America,2004,oil,181.875,0.0,0.0,0.0
Central America,2004,other_renewables,10.737,3.72,0.0,0.0
Central America,2004,renewables,57.682,20.011,0.0,0.0
Central America,2004,solar,0.0,0.0,0.0,0.0
Central America,2004,wind,0.736,0.255,0.0,0.0
Central America,2005,coal,3.573,0.0,0.0,0.0
Central America,2005,gas,0.0,0.0,0.0,0.0
Central America,2005,hydro,49.153,17.166,0.0,0.0
Central America,2005,nuclear,0.0,0.0,0.0,0.0
Central America,2005,oil,180.306,0.0,0.0,0.0
Central America,2005,other_renewables,11.663,4.018,0.0,0.0
Central America,2005,renewables,61.397,21.387,0.0,0.0
Central America,2005,solar,0.002,0.001,0.0,0.0
Central America,2005,wind,0.579,0.202,0.0,0.0
Central America,2006,coal,3.819,0.0,0.0,0.0
Central America,2006,gas,0.0,0.0,0.0,0.0
Central America,2006,hydro,51.176,17.985,0.0,0.0
Central America,2006,nuclear,0.0,0.0,0.0,0.0
Central America,2006,oil,190.832,0.0,0.0,0.0
Central America,2006,other_renewables,12.509,4.326,0.0,0.0
Central America,2006,renewables,64.462,22.584,0.0,0.0
Central America,2006,solar,0.002,0.001,0.0,0.0
Central America,2006,wind,0.774,0.272,0.0,0.0
Central America,2007,coal,4.151,0.0,0.0,0.0
Central America,2007,gas,0.0,0.0,0.0,0.0
Central America,2007,hydro,50.703,17.931,0.0,0.0
Central America,2007,nuclear,0.0,0.0,0.0,0.0
Central America,2007,oil,201.863,0.0,0.0,0.0
Central America,2007,other_renewables,13.804,4.787,0.0,0.0
Central America,2007,renewables,65.189,22.96,0.0,0.0
Central America,2007,solar,0.002,0.001,0.0,0.0
Central America,2007,wind,0.68,0.24,0.0,0.0
Central America,2008,coal,4.345,0.0,0.0,0.0
Central America,2008,gas,0.0,0.0,0.0,0.0
Central America,2008,hydro,56.38,20.064,0.0,0.0
Central America,2008,nuclear,0.0,0.0,0.0,0.0
Central America,2008,oil,202.571,0.0,0.0,0.0
Central America,2008,other_renewables,14.195,4.951,0.0,0.0
Central America,2008,renewables,71.134,25.213,0.0,0.0
Central America,2008,solar,0.002,0.001,0.0,0.0
Central America,2008,wind,0.557,0.198,0.0,0.0
Central America,2009,coal,3.379,0.0,0.0,0.0
Central America,2009,gas,0.0,0.0,0.0,0.0
Central America,2009,hydro,52.632,18.846,0.0,0.0
Central America,2009,nuclear,0.0,0.0,0.0,0.0
